# W=1280 H=720
x,y
707.902,332.141
710.346,328.746
712.886,325.414
715.491,322.128
717.465,320.041
719.449,317.976
721.433,315.942
723.446,313.987
725.626,312.017
727.975,310.021
730.371,308.030
732.688,306.094
734.891,304.198
736.942,302.343
738.852,300.546
740.617,298.813
742.290,297.092
743.903,295.370
745.484,293.634
747.126,291.678
748.776,289.724
750.239,288.303
751.705,286.952
753.174,285.607
754.607,284.199
755.911,282.680
757.044,281.082
758.004,279.415
758.785,277.689
759.390,275.931
759.812,274.189
760.047,272.417
760.107,270.603
759.998,268.788
759.758,266.813
759.320,265.087
758.704,263.389
757.946,261.763
757.033,260.198
755.944,258.781
754.670,257.494
753.298,256.287
751.914,255.108
750.536,253.917
749.169,252.698
747.809,251.464
746.441,250.280
745.054,249.224
743.543,248.636
741.939,248.203
740.168,248.244
738.256,248.429
736.212,248.762
734.130,249.246
732.028,249.865
729.927,250.637
727.886,251.588
725.912,252.675
724.047,253.879
722.257,255.204
720.481,256.689
718.717,258.236
716.729,260.336
714.740,262.465
712.745,264.642
710.703,267.013
708.701,269.207
706.695,271.386
704.659,273.482
702.558,275.565
700.439,277.554
698.323,279.473
696.206,281.360
694.142,283.120
692.073,284.890
690.020,286.643
688.034,288.342
686.152,289.891
684.522,290.834
683.034,291.302
681.670,291.589
680.416,291.719
679.307,291.716
678.319,291.560
677.375,291.117
676.391,290.486
675.374,289.688
674.406,288.453
673.388,287.027
672.260,285.491
671.066,283.811
669.863,281.959
668.650,280.008
667.665,277.484
666.683,274.904
665.710,272.269
664.760,269.579
663.862,266.803
663.095,263.784
662.448,260.693
662.000,257.467
661.717,254.174
661.525,250.752
661.404,247.219
661.341,243.736
661.396,240.218
661.571,236.699
661.732,232.937
661.925,229.244
662.005,226.028
662.170,222.839
662.374,219.738
662.601,216.700
662.843,213.716
663.112,210.809
663.391,208.074
663.726,205.383
664.101,202.720
664.350,200.324
664.610,197.890
664.948,195.378
665.355,192.817
665.835,190.218
666.417,187.535
667.071,184.789
667.813,181.974
668.641,179.095
669.576,176.201
670.619,173.322
671.705,170.654
672.831,168.013
673.969,165.401
675.109,162.825
676.332,160.380
677.661,158.052
679.065,155.793
680.527,153.604
682.020,151.517
683.644,149.773
685.303,148.066
686.982,146.386
688.661,144.705
690.333,143.006
691.995,141.275
693.663,139.532
695.340,137.783
697.014,136.025
698.695,134.315
700.401,132.651
702.258,131.072
704.260,129.635
706.369,128.297
708.605,127.083
710.940,125.985
713.347,125.007
715.872,124.124
718.498,123.343
721.220,122.650
723.999,122.057
726.802,121.551
729.617,121.107
732.432,120.726
735.258,120.401
738.107,120.134
740.969,119.910
743.823,119.723
746.682,119.578
749.540,119.464
752.398,119.330
755.250,119.201
758.120,119.117
